Source,Site,Kind,location,substrate,type,1302,1300,1298,1296,1292,1292',Ia,Ib,Ic,IIa,IIa',IIb,IIb',IIc,IIc',IIIa,IIIa',IIIb,IIIb',IIIc,IIIc',Iia-tot,Iib-tot,Iic-tot,,iiia-tot,IIIb-tot,IIIc-tot,FR.TETR,FR.PEN,FR.HEX,Br6/5+6,NoRINGStetra,NoRINGSpenta5,NoRINGSpenta6,NoRINGSpenta,IRpenta,IRhexa
"Naafs et al., 2017",Roca Fuerte,core lipid,Global peat,Peat,modern,84384684,7556873,6557201,6025386,2038615,526271,93,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,95,4,0,0,0.032,0,,0,0,
"Naafs et al., 2017",Roca Fuerte,core lipid,Global peat,Peat,modern,114555136,8845342,8519265,6572485,1306525,195926,92,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,0,0,94,5,0,0,0.032,0,,0,0,
"Naafs et al., 2017",Roca Fuerte,core lipid,Global peat,Peat,modern,45244795,3774699,3446237,3104575,1161756,160617,92,2,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,0,0,95,5,0,0,0.042,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,91945389,10728688,7928969,6395819,3114506,336060,92,2,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,0,0,95,5,0,0,0.042,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,66758823,4670560,4372077,3716223,1160706,113120,94,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,95,4,0,0,0.011,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,70330079,4865718,4607462,2929254,2589892,434617,93,2,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0,0.042,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,33545039,2742138,2589834,1910722,632711,89517,93,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,0,0,95,5,0,0,0.032,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,26332678,2010092,1621326,1430215,640429,56438,93,2,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0,0.042,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,77058214,4192801,5311077,4206251,2436691,477969,85,4,2,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,0,91,8,0,0,0.088,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,39175109,2851240,2193312,1937972,861863,68354,93,2,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0,0.042,0,,0,0,
"Naafs et al., 2017",Buena Vista del MaquÃ­a,core lipid,Global peat,Peat,modern,89209900,3090343,3698169,2505116,2280374,360391,87,4,2,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,0,0,0,93,7,0,0,0.086,0,,0,0,
"Naafs et al., 2017",MaquÃ­a,core lipid,Global peat,Peat,modern,10038385,803979,335683,186104,230850,15806,92,5,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,98,2,0,0,0.071,0,,0,0,
"Naafs et al., 2017",TACSHACOCHA,core lipid,Global peat,Peat,modern,132338066,15872688,13696526,11111958,4781460,968556,90,3,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,0,0,94,5,0,0,0.053,0,,0,0,
"Naafs et al., 2017",TACSHACOCHA,core lipid,Global peat,Peat,modern,51895283,5135344,4629247,4317529,1896200,311387,92,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0,0.063,0,,0,0,
"Naafs et al., 2017",TACSHACOCHA,core lipid,Global peat,Peat,modern,62260130,6292157,5401061,4724110,3187288,493959,89,2,2,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,0,0,93,6,0,0,0.065,0,,0,0,
"Naafs et al., 2017",TACSHACOCHA,core lipid,Global peat,Peat,modern,19803407,2181856,1751490,1404635,684031,114616,91,1,1,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,0,0,93,6,0,0,0.032,0,,0,0,
"Naafs et al., 2017",QUISTOCOCHA,core lipid,Global peat,Peat,modern,102156158,20508266,26618920,31234982,876390,233365,96,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,98,2,0,0,0.031,0,,0,0,
"Naafs et al., 2017",QUISTOCOCHA,core lipid,Global peat,Peat,modern,127637517,19985914,18779878,18103012,909024,337944,94,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0,0.031,0,,0,0,
"Naafs et al., 2017",QUISTOCOCHA,core lipid,Global peat,Peat,modern,46609635,8717170,9381194,7978961,990776,285725,95,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,97,3,0,0,0.031,0,,0,0,
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,9539338,1022544,1291251,592811,1454947,63746,78,6,2,12,0,1,0,0,0,1,0,0,0,0,0,12,1,0,,1,0,0,86,13,1,0,0.116,0.077,,0.077,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,12125445,1357315,1496434,801323,1546896,100413,79,6,2,11,0,0,0,0,0,1,0,0,0,0,0,11,0,0,,1,0,0,87,11,1,0,0.115,0,,0,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,16584712,1835528,1903792,1105557,2216836,150862,78,6,2,12,0,1,0,0,0,1,0,0,0,0,0,12,1,0,,1,0,0,86,13,1,0,0.116,0.077,,0.077,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,16736759,1811867,1879021,1049245,2183246,158725,79,6,2,11,0,1,0,0,0,1,0,0,0,0,0,11,1,0,,1,0,0,87,12,1,0,0.115,0.083,,0.083,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,36538417,4113389,3594297,2498286,1283418,83626,79,5,3,11,0,0,0,0,0,2,0,0,0,0,0,11,0,0,,2,0,0,87,11,2,0,0.126,0,,0,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,21815665,2037449,2132246,1397073,675602,60652,81,5,2,11,0,0,0,0,0,1,0,0,0,0,0,11,0,0,,1,0,0,88,11,1,0,0.102,0,,0,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,125204617,9550227,10902007,10557943,2157506,304028,80,5,2,12,0,1,0,0,0,1,0,0,0,0,0,12,1,0,,1,0,0,87,13,1,0,0.103,0.077,,0.077,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,266955628,10856959,13828472,11566393,1125364,255551,77,4,2,15,0,1,0,0,0,1,0,0,0,0,0,15,1,0,,1,0,0,83,16,1,0,0.096,0.063,,0.063,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,192972762,7459809,9402761,5671586,645906,239592,76,4,1,16,0,1,0,0,0,1,0,0,0,0,0,16,1,0,,1,0,0,81,17,1,0,0.074,0.059,,0.059,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,179807734,5587812,6354881,4555831,650414,142936,75,5,1,16,0,1,0,0,0,1,0,0,0,0,0,16,1,0,,1,0,0,81,17,1,0,0.086,0.059,,0.059,0,0
"Naafs et al., 2017",Bomfield Swamp,core lipid,Global peat,Peat,modern,117720744,4493966,5185203,3257566,704652,95668,77,4,1,14,0,1,0,0,0,1,0,0,0,0,0,14,1,0,,1,0,0,82,15,1,0,0.073,0.067,,0.067,0,0
"Naafs et al., 2017",SKY1,core lipid,Global peat,Peat,modern,189234,42769,62136,31246,0,0,48,1,1,41,0,1,0,0,0,8,0,0,0,0,0,41,1,0,,8,0,0,50,42,8,0,0.06,0.024,,0.024,0,0
"Naafs et al., 2017",SKY1,core lipid,Global peat,Peat,modern,266744,83859,121413,47170,0,0,60,2,1,32,0,1,0,0,0,4,0,0,0,0,0,32,1,0,,4,0,0,63,33,4,0,0.063,0.03,,0.03,0,0
"Naafs et al., 2017",SKY1,core lipid,Global peat,Peat,modern,1374317,217064,476628,146039,0,0,42,2,1,43,0,1,0,0,0,11,0,0,0,0,0,43,1,0,,11,0,0,45,44,11,0,0.089,0.023,,0.023,0,0
"Naafs et al., 2017",SKY1,core lipid,Global peat,Peat,modern,9001307,2323252,3430283,1146748,0,0,40,2,0,44,0,1,0,1,0,12,0,0,0,0,0,44,1,1,,12,0,0,42,46,12,0,0.048,0.065,,0.065,0,0
"Naafs et al., 2017",SKY1,core lipid,Global peat,Peat,modern,11761698,1075724,1796056,1065970,55645,0,32,1,1,48,0,1,0,1,0,17,0,0,0,0,0,48,1,1,,17,0,0,34,50,17,0,0.088,0.06,,0.06,0,0
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,11559235,3158819,4156333,4147761,485145,61251,95,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,99,1,0,0,0.061,0,,0,0,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,10704295,2860811,5094776,4910652,520646,45177,95,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,99,0,0,,0.061,,,,,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,8595057,2069254,3191406,3115248,530401,48487,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,,0.06,,,,,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,23983411,8873125,11766461,11059758,1859143,198129,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,,0.06,,,,,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,38131346,11422498,19895224,18841329,2029672,270448,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,100,1,0,0,0.06,0,,0,0,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,48784767,16516313,23011726,18874865,2135641,317104,95,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,99,1,0,0,0.061,0,,0,0,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,10191766,3322273,3800975,3241574,198333,32733,95,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,99,1,0,0,0.061,0,,0,0,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,31913512,10406996,13958848,12550540,672673,59786,95,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,98,1,0,0,0.051,0,,0,0,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,9725349,2669255,4695415,4993691,559983,62217,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,99,0,0,,0.03,,,,,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,29681521,9937238,16114557,15727511,1894067,198916,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,100,1,0,0,0.06,0,,0,0,
"Naafs et al., 2017",Sebangau/Saganbau,core lipid,Global peat,Peat,modern,28355347,8093325,12823449,9877961,1534310,163280,94,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,99,1,0,0,0.081,0,,0,0,
"Naafs et al., 2017",Okefenokee Swamp,core lipid,Global peat,Peat,modern,24481073,3597391,4571551,4020774,788580,70642,85,4,2,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,0,91,8,0,0,0.088,0,,0,0,
"Naafs et al., 2017",Dismal Swamp,core lipid,Global peat,Peat,modern,17249277,3961986,1488637,3394594,799178,0,72,5,5,16,0,1,0,0,0,1,0,0,0,0,0,16,1,0,,1,0,0,82,17,1,0,0.183,0.059,,0.059,0,0
"Naafs et al., 2017",North Carolina Peat (First colony farms),core lipid,Global peat,Peat,modern,25814096,6703770,7235454,6638755,302838,22626,74,6,4,14,0,1,0,0,0,1,0,0,0,0,0,14,1,0,,1,0,0,84,15,1,0,0.167,0.067,,0.067,0,0
"Naafs et al., 2017",Okefenokee Swamp,core lipid,Global peat,Peat,modern,28422912,6332985,8811727,8261996,1200978,132034,85,4,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,0,92,8,0,0,0.109,0,,0,0,
"Naafs et al., 2017",Snuggedy Swamp Peat (South Carolina),core lipid,Global peat,Peat,modern,36568575,6690645,9032525,7435936,1084140,80961,62,12,6,14,0,3,0,2,0,1,0,0,0,0,0,14,3,2,,1,0,0,80,19,1,0,0.3,0.368,,0.368,0,0
"Naafs et al., 2017",Okefenokee Swamp,core lipid,Global peat,Peat,modern,62348616,2212168,3532362,3917300,1225808,94454,85,3,2,9,0,0,0,0,0,1,0,0,0,0,0,9,0,0,,1,0,0,90,9,1,0,0.078,0,,0,0,0
"Naafs et al., 2017",Maine Sphagnum peat,core lipid,Global peat,Peat,modern,11454781,741782,1112433,1083540,31605,0,54,4,1,34,0,2,0,0,0,3,0,0,0,0,0,34,2,0,,3,0,0,59,36,3,0,0.102,0.056,,0.056,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,217646879,9280818,15511981,19868860,8177658,0,46,7,2,37,0,3,0,1,0,4,0,0,0,0,0,37,3,1,,4,0,0,55,41,4,0,0.2,0.122,,0.122,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,56684218,2998378,4887290,6424006,1176989,0,52,3,1,38,0,1,0,1,0,4,0,0,0,0,0,38,1,1,,4,0,0,56,40,4,0,0.089,0.075,,0.075,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,76648670,4191128,7102765,8590988,1160070,0,51,3,2,38,0,2,0,1,0,3,0,0,0,0,0,38,2,1,,3,0,0,56,41,3,0,0.125,0.098,,0.098,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,33104476,4376482,6721645,3844511,458053,0,53,1,1,41,0,1,0,0,0,3,0,0,0,0,0,41,1,0,,3,0,0,55,42,3,0,0.055,0.024,,0.024,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,226180083,4391260,9520895,12601957,1920033,0,49,7,2,35,0,4,0,1,0,3,0,0,0,0,0,35,4,1,,3,0,0,58,40,3,0,0.19,0.15,,0.15,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,624289053,7595083,17101923,22823505,488001,0,43,7,3,37,0,5,0,1,0,4,0,0,0,0,0,37,5,1,,4,0,0,53,43,4,0,0.245,0.163,,0.163,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,28305977,3909727,5408264,3992116,652940,0,59,3,1,32,0,1,0,0,0,3,0,0,0,0,0,32,1,0,,3,0,0,63,33,3,0,0.079,0.03,,0.03,0,0
"Naafs et al., 2017",Zalama,core lipid,Global peat,Peat,modern,100125913,5054039,9950637,11790784,3288302,0,51,5,1,38,0,2,0,1,0,3,0,0,0,0,0,38,2,1,,3,0,0,57,41,3,0,0.123,0.098,,0.098,0,0
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,62195278,1814323,1720108,750997,0,0,55,3,1,32,0,2,0,1,0,5,0,0,0,0,0,32,2,1,,5,0,0,59,35,5,0,0.085,0.114,,0.114,0,0
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,1812017,,,,,,60,3,1,31,0,1,0,1,0,3,0,0,0,0,0,31,1,1,,3,0,0,64,33,3,0,0.078,0.091,,0.091,0,0
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,59211321,3577248,3290277,1081131,37601,0,52,3,1,37,0,2,0,1,0,5,0,0,0,0,0,37,2,1,,5,0,0,56,40,5,0,0.089,0.1,,0.1,0,0
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,4476795,,,,,,61,1,0,33,0,0,0,0,0,3,1,0,0,0,0,33,0,0,,4,0,0,62,33,4,0.027,0.016,0,,0,0,0.25
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,127777117,6258086,5112157,3488016,27621,0,49,3,2,38,0,2,0,1,0,5,0,0,0,0,0,38,2,1,,5,0,0,54,41,5,0,0.13,0.098,,0.098,0,0
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,3803375,192225,249149,59470,0,0,62,3,1,28,0,1,0,1,0,3,0,0,0,0,0,28,1,1,,3,0,0,66,30,3,0,0.076,0.1,,0.1,0,0
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,62908496,2126460,2096660,939759,0,0,49,3,2,37,0,2,0,1,0,5,0,0,0,0,0,37,2,1,,5,0,0,54,40,5,0,0.13,0.1,,0.1,0,0
"Naafs et al., 2017",Chao de Veiga Mol,core lipid,Global peat,Peat,modern,119302478,7355521,6684007,4156290,0,0,45,3,1,43,0,2,0,1,0,5,0,0,0,0,0,43,2,1,,5,0,0,49,46,5,0,0.102,0.087,,0.087,0,0
"Naafs et al., 2017",Borralleiras da Cal Grande,core lipid,Global peat,Peat,modern,2220511,174338,114877,40498,0,0,63,3,0,28,0,1,0,0,0,3,0,0,0,0,0,28,1,0,,3,0,0,66,29,3,0,0.045,0.034,,0.034,0,0
"Naafs et al., 2017",Borralleiras da Cal Grande,core lipid,Global peat,Peat,modern,4637772,944878,1285073,229614,0,0,61,4,1,28,0,1,0,0,0,4,0,0,0,0,0,28,1,0,,4,0,0,66,29,4,0,0.091,0.034,,0.034,0,0
"Naafs et al., 2017",Borralleiras da Cal Grande,core lipid,Global peat,Peat,modern,4113220,1055556,1276817,438888,0,0,58,4,1,32,0,1,0,1,0,4,0,0,0,0,0,32,1,1,,4,0,0,63,34,4,0,0.095,0.088,,0.088,0,0
"Naafs et al., 2017",Borralleiras da Cal Grande,core lipid,Global peat,Peat,modern,45424368,3221079,2789764,2019736,134886,0,48,3,2,41,0,1,0,1,0,4,0,0,0,0,0,41,1,1,,4,0,0,53,43,4,0,0.132,0.07,,0.07,0,0
"Naafs et al., 2017",Borralleiras da Cal Grande,core lipid,Global peat,Peat,modern,43845405,2857361,4192510,2452606,320555,0,46,3,3,40,0,2,0,1,0,5,0,0,0,0,0,40,2,1,,5,0,0,52,43,5,0,0.173,0.093,,0.093,0,0
"Naafs et al., 2017",Borralleiras da Cal Grande,core lipid,Global peat,Peat,modern,104631806,3645254,6051513,4703754,343346,0,45,6,2,37,0,4,0,1,0,5,1,0,0,0,0,37,4,1,,6,0,0,53,42,6,0.021,0.189,0.143,,0.143,0,0.167
"Naafs et al., 2017",Pau de Fruta,core lipid,Global peat,Peat,modern,12648649,2338293,1899302,1266657,3974287,161439,82,3,2,11,0,0,0,0,0,1,0,0,0,0,0,11,0,0,,1,0,0,87,11,1,0,0.08,0,,0,0,0
"Naafs et al., 2017",Pau de Fruta,core lipid,Global peat,Peat,modern,1189856,330746,255221,117896,663995,38037,81,4,1,12,0,1,0,0,0,1,0,0,0,0,0,12,1,0,,1,0,0,86,13,1,0,0.07,0.077,,0.077,0,0
"Naafs et al., 2017",Pau de Fruta,core lipid,Global peat,Peat,modern,147627555,24046578,19003502,16636454,7755055,633968,82,3,2,12,0,0,0,0,0,1,0,0,0,0,0,12,0,0,,1,0,0,87,12,1,0,0.08,0,,0,0,0
"Naafs et al., 2017",Pau de Fruta,core lipid,Global peat,Peat,modern,111621815,17752169,14590457,12215945,8663979,591734,85,2,2,10,0,0,0,0,0,1,0,0,0,0,0,10,0,0,,1,0,0,89,10,1,0,0.067,0,,0,0,0
"Naafs et al., 2017",Pau de Fruta,core lipid,Global peat,Peat,modern,41888503,5956871,4392483,3433946,3071298,197158,83,2,2,12,0,0,0,0,0,1,0,0,0,0,0,12,0,0,,1,0,0,87,12,1,0,0.069,0,,0,0,0
"Naafs et al., 2017",Pau de Fruta,core lipid,Global peat,Peat,modern,141966357,20297989,17286153,15133835,9325480,672802,84,2,2,11,0,0,0,0,0,1,0,0,0,0,0,11,0,0,,1,0,0,88,11,1,0,0.068,0,,0,0,0
"Naafs et al., 2017",SÃ£o JoÃ£o de Chapada,core lipid,Global peat,Peat,modern,121727023,19903680,16861104,14614114,3821809,391569,83,1,2,12,0,0,0,0,0,1,0,0,0,0,0,12,0,0,,1,0,0,86,12,1,0,0.058,0,,0,0,0
"Naafs et al., 2017",SÃ£o JoÃ£o de Chapada,core lipid,Global peat,Peat,modern,78748718,12526898,6655203,7761456,3800803,254725,85,2,2,10,0,0,0,0,0,1,0,0,0,0,0,10,0,0,,1,0,0,89,10,1,0,0.067,0,,0,0,0
"Naafs et al., 2017",SÃ£o JoÃ£o de Chapada,core lipid,Global peat,Peat,modern,204578,44072,23637,15035,29353,456,91,4,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0,0.063,0,,0,0,
"Naafs et al., 2017",SÃ£o JoÃ£o de Chapada,core lipid,Global peat,Peat,modern,142830699,24173853,19175649,14866441,3145542,1028470,81,2,2,13,0,1,0,0,0,1,0,0,0,0,0,13,1,0,,1,0,0,85,14,1,0,0.071,0.071,,0.071,0,0
"Naafs et al., 2017",SÃ£o JoÃ£o de Chapada,core lipid,Global peat,Peat,modern,30758318,4484540,2975258,2434066,3830198,185819,86,2,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,0,91,8,0,0,0.088,0,,0,0,
"Naafs et al., 2017",Sempre Viva,core lipid,Global peat,Peat,modern,185845735,35287115,37144279,26036847,3336340,396855,80,4,6,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,0,0,0,90,9,0,0,0.178,0,,0,0,
"Naafs et al., 2017",Sempre Viva,core lipid,Global peat,Peat,modern,133801518,32752226,34451909,36249417,7660107,744135,82,3,5,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,0,0,0,90,9,0,0,0.144,0,,0,0,
"Naafs et al., 2017",Sempre Viva,core lipid,Global peat,Peat,modern,23675625,3580921,3582964,2860411,1351035,92851,81,2,3,13,0,0,0,0,0,1,0,0,0,0,0,13,0,0,,1,0,0,86,13,1,0,0.093,0,,0,0,0
"Naafs et al., 2017",Sempre Viva,core lipid,Global peat,Peat,modern,207024954,28128471,32158372,29312211,4376864,822442,81,2,2,15,0,0,0,0,0,1,0,0,0,0,0,15,0,0,,1,0,0,85,15,1,0,0.071,0,,0,0,0
"Naafs et al., 2017",Sempre Viva,core lipid,Global peat,Peat,modern,2113482,285240,232604,161754,140978,0,89,5,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,0,0,95,5,0,0,0.074,0,,0,0,
"Naafs et al., 2017",Pinheiros,core lipid,Global peat,Peat,modern,17255422,979171,653964,461733,536324,47111,90,2,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0,0.104,0,,0,0,
"Naafs et al., 2017",Pinheiros,core lipid,Global peat,Peat,modern,35364094,2750006,2335248,1578086,834257,123181,72,1,2,22,0,0,0,0,0,2,0,0,0,0,0,22,0,0,,2,0,0,75,22,2,0,0.067,0,,0,0,0
"Naafs et al., 2017",Pinheiros,core lipid,Global peat,Peat,modern,41862400,3894187,3060298,2300344,873732,127150,73,1,1,23,0,0,0,0,0,2,0,0,0,0,0,23,0,0,,2,0,0,75,23,2,0,0.04,0,,0,0,0
"Naafs et al., 2017",Pinheiros,core lipid,Global peat,Peat,modern,128180734,13559850,12713583,11497362,2219096,406360,78,1,0,20,0,0,0,0,0,2,0,0,0,0,0,20,0,0,,2,0,0,79,20,2,0,0.013,0,,0,0,0
"Naafs et al., 2017",Pinheiros,core lipid,Global peat,Peat,modern,51375803,11319398,9741788,8743071,1496312,126574,83,1,2,13,0,0,0,0,0,1,0,0,0,0,0,13,0,0,,1,0,0,86,13,1,0,0.058,0,,0,0,0
"Naafs et al., 2017",Pinheiros,core lipid,Global peat,Peat,modern,60433323,12057047,8671516,7103121,2335182,250970,84,1,2,11,0,0,0,0,0,1,0,0,0,0,0,11,0,0,,1,0,0,87,11,1,0,0.057,0,,0,0,0
"Naafs et al., 2017",Walton Moss,core lipid,Global peat,Peat,modern,108576278,4123706,3658359,1968964,2829539,0,53,5,2,33,0,2,0,1,0,4,0,0,0,0,0,33,2,1,,4,0,0,60,36,4,0,0.15,0.111,,0.111,0,0
"Naafs et al., 2017",Walton Moss,core lipid,Global peat,Peat,modern,15018550,1347024,857489,243619,5089674,0,54,1,0,38,0,1,0,0,0,5,0,0,0,0,0,38,1,0,,5,0,0,55,39,5,0,0.018,0.026,,0.026,0,0
"Naafs et al., 2017",Walton Moss,core lipid,Global peat,Peat,modern,22860995,1864665,1633958,745651,4277085,0,55,2,1,36,0,1,0,0,0,5,0,0,0,0,0,36,1,0,,5,0,0,58,37,5,0,0.069,0.027,,0.027,0,0
"Naafs et al., 2017",Walton Moss,core lipid,Global peat,Peat,modern,8363852,589988,293044,132381,2242261,0,57,2,0,35,0,1,0,0,0,5,0,0,0,0,0,35,1,0,,5,0,0,59,36,5,0,0.034,0.028,,0.028,0,0
"Naafs et al., 2017",Walton Moss,core lipid,Global peat,Peat,modern,1271896,183094,101244,33996,551497,0,65,1,0,29,0,1,0,1,0,3,0,0,0,0,0,29,1,1,,3,0,0,66,31,3,0,0.015,0.097,,0.097,0,0
"Naafs et al., 2017",Walton Moss,core lipid,Global peat,Peat,modern,10100051,2585371,1251762,281196,9972782,0,56,1,0,37,0,1,0,0,0,5,0,0,0,0,0,37,1,0,,5,0,0,57,38,5,0,0.018,0.026,,0.026,0,0
"Naafs et al., 2017",Harberton,core lipid,Global peat,Peat,modern,,,,,,,45,6,2,37,0,1,0,1,0,7,2,0,0,0,0,37,1,1,,9,0,0,53,39,9,0.042,0.189,0.077,,0.077,0,0.222
"Naafs et al., 2017",Harberton,core lipid,Global peat,Peat,modern,,,,,,,52,7,1,36,0,0,0,0,0,4,0,0,0,0,0,36,0,0,,4,0,0,60,36,4,0,0.15,0,,0,0,0
"Naafs et al., 2017",Harberton,core lipid,Global peat,Peat,modern,3291488,970781,1539387,390961,0,0,52,7,1,34,0,1,0,0,0,5,0,0,0,0,0,34,1,0,,5,0,0,60,35,5,0,0.15,0.029,,0.029,0,0
"Naafs et al., 2017",Harberton,core lipid,Global peat,Peat,modern,6694462,2591514,5483722,2242669,0,0,52,2,0,37,0,1,0,0,0,7,0,0,0,0,0,37,1,0,,7,0,0,54,38,7,0,0.037,0.026,,0.026,0,0
"Naafs et al., 2017",Harberton,core lipid,Global peat,Peat,modern,69186893,28780452,51474461,19856721,67839,0,39,1,1,47,0,1,0,1,0,11,0,0,0,0,0,47,1,1,,11,0,0,41,49,11,0,0.073,0.061,,0.061,0,0
"Naafs et al., 2017",Harberton,core lipid,Global peat,Peat,modern,3585850,1061999,1749543,650455,0,0,47,4,1,40,0,1,0,0,0,7,0,0,0,0,0,40,1,0,,7,0,0,52,41,7,0,0.115,0.024,,0.024,0,0
